,1970Q1,1970Q2,1970Q3,1970Q4,1971Q1,1971Q2,1971Q3,1971Q4,1972Q1,1972Q2,1972Q3,1972Q4,1973Q1,1973Q2,1973Q3,1973Q4,1974Q1,1974Q2,1974Q3,1974Q4,1975Q1,1975Q2,1975Q3,1975Q4,1976Q1,1976Q2,1976Q3,1976Q4,1977Q1,1977Q2,1977Q3,1977Q4,1978Q1,1978Q2,1978Q3,1978Q4,1979Q1,1979Q2,1979Q3,1979Q4,1980Q1,1980Q2,1980Q3,1980Q4,1981Q1,1981Q2,1981Q3,1981Q4,1982Q1,1982Q2,1982Q3,1982Q4,1983Q1,1983Q2,1983Q3,1983Q4,1984Q1,1984Q2,1984Q3,1984Q4,1985Q1,1985Q2,1985Q3,1985Q4,1986Q1,1986Q2,1986Q3,1986Q4,1987Q1,1987Q2,1987Q3,1987Q4,1988Q1,1988Q2,1988Q3,1988Q4,1989Q1,1989Q2,1989Q3,1989Q4,1990Q1,1990Q2,1990Q3,1990Q4,1991Q1,1991Q2,1991Q3,1991Q4,1992Q1,1992Q2,1992Q3,1992Q4,1993Q1,1993Q2,1993Q3,1993Q4,1994Q1,1994Q2,1994Q3,1994Q4,1995Q1,1995Q2,1995Q3,1995Q4,1996Q1,1996Q2,1996Q3,1996Q4,1997Q1,1997Q2,1997Q3,1997Q4,1998Q1,1998Q2,1998Q3,1998Q4,1999Q1,1999Q2,1999Q3,1999Q4,2000Q1,2000Q2,2000Q3,2000Q4,2001Q1,2001Q2,2001Q3,2001Q4,2002Q1,2002Q2,2002Q3,2002Q4,2003Q1,2003Q2,2003Q3,2003Q4,2004Q1,2004Q2,2004Q3,2004Q4,2005Q1,2005Q2,2005Q3,2005Q4,2006Q1,2006Q2,2006Q3,2006Q4,2007Q1,2007Q2,2007Q3,2007Q4,2008Q1,2008Q2,2008Q3,2008Q4,2009Q1,2009Q2,2009Q3,2009Q4,2010Q1,2010Q2,2010Q3,2010Q4,2011Q1,2011Q2,2011Q3,2011Q4,2012Q1,2012Q2,2012Q3,2012Q4,2013Q1,2013Q2,2013Q3,2013Q4,2014Q1,2014Q2,2014Q3,2014Q4,2015Q1,2015Q2,2015Q3,2015Q4,2016Q1,2016Q2,2016Q3,2016Q4,2017Q1,2017Q2,2017Q3,2017Q4,2018Q1,2018Q2,2018Q3,2018Q4,2019Q1,2019Q2
NCS,4936.594,4943.6,4989.159,4935.693,5069.746,5097.179,5139.128,5151.245,5245.974,5365.045,5415.712,5506.396,5642.669,5704.098,5674.1,5727.96,5678.713,5692.21,5638.411,5616.526,5548.156,5587.8,5683.444,5759.972,5889.5,5932.711,5965.265,6008.504,6079.494,6197.686,6309.514,6309.652,6329.791,6574.39,6640.497,6729.755,6741.854,6749.063,6799.2,6816.203,6837.641,6696.753,6688.794,6813.535,6947.042,6895.559,6978.135,6902.105,6794.878,6825.876,6799.781,6802.497,6892.144,7048.982,7189.896,7339.893,7483.371,7612.668,7686.059,7749.151,7824.247,7893.136,8013.674,8073.239,8148.603,8185.303,8263.639,8308.021,8369.93,8460.233,8533.635,8680.162,8725.006,8839.641,8891.435,9009.913,9101.508,9170.977,9238.923,9257.128,9358.289,9392.251,9398.499,9312.937,9269.367,9341.642,9388.845,9421.565,9534.346,9637.732,9732.979,9834.51,9850.973,9908.347,9955.641,10091.049,10188.954,10327.019,10387.382,10506.372,10543.644,10575.1,10665.06,10737.478,10817.896,10998.322,11096.976,11212.205,11284.587,11472.137,11615.636,11715.393,11832.486,11942.032,12091.614,12287,12403.293,12498.694,12662.385,12877.593,12924.179,13160.842,13178.419,13260.506,13222.69,13299.984,13244.784,13280.859,13397.002,13478.152,13538.072,13559.032,13634.253,13751.543,13985.073,14145.645,14221.147,14329.523,14464.984,14609.876,14771.602,14839.782,14972.054,15066.597,15267.026,15302.705,15326.368,15456.928,15493.328,15582.085,15666.738,15761.967,15671.383,15752.308,15667.032,15328.027,15155.94,15134.117,15189.222,15356.058,15415.145,15557.277,15671.967,15750.625,15712.754,15825.096,15820.7,16004.107,16129.418,16198.807,16220.667,16239.138,16382.964,16403.18,16531.685,16663.649,16616.54,16841.475,17047.098,17143.038,17277.58,17405.669,17463.222,17468.902,17556.839,17639.417,17735.074,17824.231,17925.256,18021.048,18163.558,18322.464,18438.254,18598.135,18732.72,18783.548,18927.281,19023.022
